transcripts,tags,speaker,intent
"singapore three seven nine seven two , ground , good evening , expedite lima seven six mike sxi four , golf , india one holding point , runway zero two right",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER O B-GREETING I-GREETING O O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-TAXIWAY O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"delta for parking apron bravo tree left affirm , brussels six zero",B-TAXIWAY O B-GATE I-GATE I-GATE I-GATE I-GATE O O B-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"korean air seven niner two recleared mike zero , holding point apha eight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY,controller,taxi
"red cap eight nine tree , hold short mike eight seven , switch over to singapore ground one two one decimal seven two welcome",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O O O O B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING,controller,taxi
asiana niner three tree zero niner gate tango two eight left recleared lima six hotel,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-GATE I-GATE I-GATE I-GATE I-GATE B-ACTION B-TAXIWAY I-TAXIWAY B-TAXIWAY,controller,taxi
"express india three nine three behind srilankan three two zero from left to right , recleared mike hold short to uniform seven hunway two zero left",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-QUALIFIER B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-QUALIFIER I-QUALIFIER I-QUALIFIER O B-ACTION B-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,traffic
"starlux six three two holding point foxtrot , contact ssngapore tower one two one decimal seven two bye bye",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION B-TAXIWAY O B-ACTION B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING,controller,taxi
"wilco romeo three , holding point mike , two zero center airfrance six five seven",O B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"indigo seven zero trafifc is singapore airline , taxiing on kilo from right tno left , confism your traffic in sight",B-CALLSIGN I-CALLSIGN I-CALLSIGN O O B-VEHICLE I-VEHICLE O B-ACTION O B-TAXIWAY O B-QUALIFIER I-QUALIFIER I-QUALIFIER O O O O O O,controller,traffic
"oman air five , traffic is bangkok air ptaxiing on papa nine three from left to right , confirm your traffic in sight",B-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-VEHICLE I-VEHICLE B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-QUALIFIER I-QUALIFIER I-QUALIFIER O O O O O O,controller,traffic
"canada two eight seven nine niner once clear of airbus three two zero from bright to left mike seven tree , hold short charlie eight four",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-QUALIFIER I-QUALIFIER I-QUALIFIER B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
"alaska four traffic ahead will be taxiing off shortly mike , hold short to kiclo",B-CALLSIGN I-CALLSIGN O B-QUALIFIER O O O O O B-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY,controller,traffic
"air fly one three number one to cathay pacific airbus three five nine , recleared foxtrot three hold short of whiskey tree",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-ACTION B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,traffic
"delta five seven for parking gate golf six two right roger , polish six tree seven",B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-GATE I-GATE I-GATE I-GATE I-GATE I-GATE O O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"caribbean seven two seven hold short to papa , monitor singapore ground one one eight decimal two five good bye",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION O B-TAXIWAY O B-ACTION B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING,controller,taxi
"southern china six oscar , holding point avlpha two",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY,controller,taxi
"wagonair tree zero tree two , traffic is garuda seven three eight taxiing on juliet eight three from left to right confism your traffic in sight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-QUALIFIER I-QUALIFIER I-QUALIFIER O O O O O,controller,traffic
lima holding point one one eight six turkish five one two one zero,B-TAXIWAY B-ACTION I-ACTION O O O O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
wilco behind singapore airline airbus three five zero from left to right taxi romeo hotel eight hold short romeo two four jet nine one seven,O B-QUALIFIER B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O O O B-ACTION B-TAXIWAY B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"sunwing nine tragfic ahead will be taxiing off shortly , taxi to echo , hold short goalf",B-CALLSIGN I-CALLSIGN O B-QUALIFIER O O O O O O B-ACTION O B-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY,controller,traffic
"malaysian five six tree taxi via oscar , holing point november four zero",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"all nippon two proceed bravo nine , hold short of sierra one nine",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
charlie for papd one romeo myanmar one sevesn five eight two,B-TAXIWAY O B-GATE I-GATE I-GATE B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
scoot eight six four three five singapore airline seven thirty five nine will bu taxiing off shortly once traffic is cleared recleared kilo nine hold short of hotel five six,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O B-ACTION O O O O O O B-ACTION B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
"hk express seven tree niner seven five proceed golf niner , to golf , bay juliet tee nine",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY O O O O B-GATE I-GATE I-GATE I-GATE,controller,taxi
"lao air six five one two , singapore airline airbus three five zero from right to left wilw be taxiing off shortly , once traffic is cleared , proceed charlie two holding point oscar",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-QUALIFIER I-QUALIFIER I-QUALIFIER O O B-ACTION O O O O O O O O B-ACTION B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY,controller,traffic
"whiskey three three lima , standard pushback approved juneyao air thre five six zero",B-GATE I-GATE I-GATE I-GATE O O O B-STATUS B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"thai air asia five nine eight seven united boeing seven eight seven fiom left to right will be taxiing loff shortly , once traffic is cleared , taxi bravo , hold short to charlie three seven",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-QUALIFIER I-QUALIFIER I-QUALIFIER O O B-ACTION O O O O O O O O B-ACTION B-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
"kenya tree six eight , jetstar asia airbus three two zero from left to right will be taxiing off shortly once traffic is cleared recleared tango tree tw hold short victor six zero",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-QUALIFIER I-QUALIFIER I-QUALIFIER O O B-ACTION O O O O O O B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
"philippine niner zero five niner taxi to zulu , bay victor two zero lima",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY O B-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"qantas tree tree six seven seven , number one to singapore airline seven three five nine from right to left continue hotel , hold short of mike five",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-QUALIFIER I-QUALIFIER I-QUALIFIER B-ACTION B-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,traffic
"american four tw oen seven zero , ground , a very good morning taxi via hotel eight , hold short of hotel",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER O B-GREETING I-GREETING I-GREETING I-GREETING B-ACTION O B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O O,controller,taxi
"contact singapore tower one two two five five , bangladesh sib two seven one",B-ACTION B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"bir india four seven eiwht continue uniform six , uniform , foxtrot seven five holding point , runway two zero right",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY O O O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
okay pushback approved ryanair nine three tree four our,O O B-STATUS B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
mike nine echo iceland three zero zero,B-TAXIWAY I-TAXIWAY B-TAXIWAY B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"philippine three one three number two behind company seven eight seven from lefm to right , taxi to whiskey nine five hold short of uniform eight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O B-QUALIFIER B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-QUALIFIER I-QUALIFIER I-QUALIFIER O B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,traffic
"hold short roemo zero one one eight spx , cebu three one tree four four",O O B-TAXIWAY I-TAXIWAY B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
thai asia one tren two tree recleared charlie two niner hold short of charlie eight one,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"eurowings zero , hold short of delta five four , switch over to singapore ground one two one decimal seven two thank you very much",B-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY O O O O B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING I-GREETING I-GREETING,controller,taxi
"azul one seven zfro four , traffic is srilankan three two zero taxiing on juliet on your right , confirm your traffic in sight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE B-ACTION O B-TAXIWAY O O B-QUALIFIER O O O O O O,controller,traffic
behind cathay pacific airbus three five nine from right to left taxi sierra uniform two nine holding point brao five sx laoair six,B-QUALIFIER B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O O O B-ACTION B-TAXIWAY B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-CALLSIGN I-CALLSIGN,pilot,readback
ocsar expedite xray seven five singapore niner two,B-TAXIWAY O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"laoair zero zero six continue xray four eight , then oscar echo gate india six right",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O O B-TAXIWAY B-TAXIWAY B-GATE I-GATE I-GATE I-GATE,controller,taxi
"airspring niner eight three taxi mike zer , tomeo gate papa nne nine",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY O B-TAXIWAY B-GATE I-GATE I-GATE I-GATE,controller,taxi
"copy , delta three zero taxi kilo zero two right juneyao air one",O O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION B-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY B-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"citi six traffic ahead will be taxiing off shortly , taxi to papa , hold short to tango niner nine",B-CALLSIGN I-CALLSIGN O B-QUALIFIER O O O O O O B-ACTION O B-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
"biman five seven seven hold short of tango contact tower one two four decimal threfe , thank you very much",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION O B-TAXIWAY B-ACTION B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING I-GREETING I-GREETING,controller,taxi
"china southern one one six tree traffic ahead will be taxiing off shortly continue kilo , hold short tango",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-QUALIFIER O O O O O B-ACTION B-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY,controller,traffic
roger indigo six nine three seven tree,O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
easy jet two six three recleared mike mike tree hold short to hotel even,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,taxi
"contact singapore ground , one two two fsive five , norwegian niner six one niner",B-ACTION B-CONTROLLER I-CONTROLLER O B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"angkor seven tree five three two singapore tower , morning , proceed oscar tree , delta , then bravo four , hold short of quebec runway zero two right",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER I-CONTROLLER O B-GREETING O B-ACTION B-TAXIWAY I-TAXIWAY O B-TAXIWAY O O B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"indigo three fivb seven niner eight singapore tower good evening , taxi to victor , victor five hold short of uniform , runway two zero left",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER I-CONTROLLER B-GREETING I-GREETING O B-ACTION O B-TAXIWAY O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"air france four singapore one five four from right to left will be taxiing off shortly once traffic is cleared , continue india hold short okf papa five five",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-QUALIFIER I-QUALIFIER I-QUALIFIER O O B-ACTION O O O O O O O B-ACTION B-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
"fedex niner seven five , traffic is bangkok air taxiing on charlie zero , confirm your traffic in sight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-VEHICLE I-VEHICLE B-ACTION O B-TAXIWAY I-TAXIWAY O O O O O O,controller,traffic
"swiss tree tree eight seven three parking stand bravo six seven lima taxi papa , alpha zero nine",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-GATE I-GATE I-GATE I-GATE I-GATE I-GATE B-ACTION B-TAXIWAY O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"jet nine five uigh six , traffic is garuda boeing seven three eight , taxiing on sierra , confirm your traffic in sight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-ACTION O B-TAXIWAY O O O O O O,controller,traffic
"switch over to tower , one one eight point six brunei eight two welcome",O O O B-CONTROLLER O B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-CALLSIGN I-CALLSIGN I-CALLSIGN B-GREETING,pilot,readback
"rmoyal nepal niner one , traffic si garuda seven three eight , taxiing on india from left to right , confirm your traffic in sight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-ACTION O B-TAXIWAY O B-QUALIFIER I-QUALIFIER I-QUALIFIER O O O O O O,controller,traffic
switch over to singapore tower one one eight two five egyptair nine six good bye,O O O B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-CALLSIGN I-CALLSIGN I-CALLSIGN B-GREETING I-GREETING,pilot,readback
"japanair tree five eight , company seven eight will be taxiing off hortly once traffic is cleared , juliet two , hold short alpha niner nine",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-VEHICLE I-VEHICLE I-VEHICLE O O B-ACTION O O O O O O O B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
west jet one four seven nine traffic head will be taxiing off shortly expedite alpha hold sort of charlie three,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-QUALIFIER O O O O O O B-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,traffic
"hainan six nine eight tree apron juliet foru right expedite lima , hold short to november five one",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-GATE I-GATE I-GATE I-GATE O B-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"affirmatiev , zero two center quebec two nine holding ploint one one eight six wizz eight five five three",O O B-RUNWAY I-RUNWAY I-RUNWAY B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O O O O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"uganda three two , behind srilankan three two zero on your right , continue papa five , htold short of xray",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-QUALIFIER B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O B-QUALIFIER O B-ACTION B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY,controller,traffic
"pir chinra nine , holding point bravo three four monitor singapore ground one two tw decimal five five , good bye",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING,controller,taxi
transnusa nine three four once clear of bangkok iar airbus three one nine from right to left romeo six zero hold short of lima,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-QUALIFIER I-QUALIFIER I-QUALIFIER B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY,controller,traffic
"singapore three one tree , qantas airbus a three eighty will be taxiing fof shortly , once traffic is cleared expedite alpha , holding point november",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O B-ACTION O O O O O O O O B-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY,controller,traffic
"okay sierra , juliet , turn ight delta tango holding point , zero two left mentari five two tree three one",O B-TAXIWAY O B-TAXIWAY O O O B-TAXIWAY B-TAXIWAY B-ACTION I-ACTION O B-RUNWAY I-RUNWAY I-RUNWAY B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"taxi xray , alpha nine let , mandarin seven niner zero",O B-TAXIWAY O B-GATE I-GATE I-GATE O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
china airlines one holding point november tree nine switch over to singapore ground one one eight decimal six welcome,B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O O O B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING,controller,taxi
"jet blue zero tree six expedite mike five six , for mike , quebec hold short to romeo three runway zero two center",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-TAXIWAY I-TAXIWAY I-TAXIWAY O O O O B-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"srnwing nine five five three traffic ahead will eb taxiing off shortly , ecoh , hold short to lima nien five",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-QUALIFIER O O O O O O B-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
roger air qly niner five,O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"korean air three traffic ahead will be taxiing off shortly , taxi via hotel two , hold short to jvliet three",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-QUALIFIER O O O O O O B-ACTION O B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,traffic
"airindia four six tree seven riner bay para one six romeo , recleared zulu zulu four , foxtrot niner four",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-GATE I-GATE I-GATE I-GATE I-GATE O B-ACTION B-TAXIWAY B-TAXIWAY I-TAXIWAY O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"teeway five zero one singapore ground morning recleared sierra four nine , stand lima nine three romeo",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER I-CONTROLLER B-GREETING B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
